casting,director,duration,entries,film_id,genres,img_src,press_ratings,release,societies,synopsis,title,viewers_ratings
John C. Reilly|Carlos Bennett|Sebastián Donoso|Margaret Qualley|Joe Alwyn|Jose Leonel Hernandez|Benny Safdie|Robin Duran|Hector Moreno|Danny Ramirez,Claire Denis,138,13094,281295,Thriller|Drame|Romance,https://fr.web.img3.acsta.net/c_310_420/pictures/23/04/04/18/00/3615273.jpg,2.5,14 juin 2023,"Ad Vitam,Arte France Cinéma,RT Features,Curiosa Films,Barnstormer Productions","Une jeune journaliste américaine en détresse bloquée sans passeport dans le Nicaragua d’aujourd’hui en pleine période électorale rencontre dans un bar d’hôtel un voyageur anglais. Il lui semble être l’homme rêvé pour l’aider à fuir le pays. Elle réalise trop tard qu’au contraire, elle entre à ses côtés dans un monde plus trouble, plus dangereux.",Stars At Noon,2.1
Pierre Nisse|Nicolas Abraham|Velibor Topic|Sofia Essaïdi|Max Baissette de Malglaive|Nadine Labaki|Léticia Belliccini|Gilles Cohen|Emmanuel Gradi|Laurent Fernandez|Medi Sadoun|Fabien Baïardi|Céline Marchi|Christophe Beudet|Gilles Bellomi|Sacha Petronijevic|Pierre Benoist|Stéphane Blancafort|Vincent Lindon|Eric de Montalier|Eric Bougnon|Gilles Lellouche|Alexis Manenti|Magalie Mateci|Tomi May|Cyril Lecomte,Fred Cavayé,91,226968,212386,Thriller|Policier,https://fr.web.img6.acsta.net/c_310_420/pictures/13/12/18/12/43/406041.jpg,2.8,5 février 2014,"Gaumont,TF1 Films Production,LGM productions,Gaumont Production,Gaumont Distribution,Nexus Factory,Hatalom,Thibault Grabherr / LGM Cinema,Bad Company,My Melody","Flics sur Toulon, Simon et Franck fêtent la fin d'une mission. De retour vers chez eux, ils percutent une voiture. Bilan : deux victimes dont un enfant. Franck est indemne. Simon, qui était au volant et alcoolisé, sort grièvement blessé . Il va tout perdre. Sa vie de famille. Son job de flic. Six ans plus tard, divorcé de sa femme Alice, Simon est devenu convoyeur de fonds et peine à tenir son rôle de père auprès de son fils Théo qui a désormais 9 ans. Franck, toujours flic, veille à distance sur lui. Lors d'une corrida, le petit Théo va être malgré lui le témoin d'un règlement de compte mafieux. Très vite, il fera l'objet de menaces. Simon va tout faire pour protéger son fils et retrouver ses poursuivants. Le duo avec Franck va au même moment se recomposer. Mais ce sera aussi pour eux l'occasion de revenir sur les zones d'ombre de leur passé commun. ",Mea Culpa,3.3
Davaasamba Sharav|Batzorig Sukhbaatar,Zoljargal Purevdash,98,26073,315227,Drame,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/30/10/45/5693448.jpg,3.6,10 janvier 2024,"Eurozoom,Urban Factory,Amygdala Films","Ulzii, un adolescent d’un quartier défavorisé d’Oulan-Bator, est déterminé à gagner un concours de sciences pour obtenir une bourse d’étude. Sa mère, illettrée, trouve un emploi à la campagne les abandonnant lui, son frère et sa sœur, en dépit de la dureté de l’hiver. Déchiré entre la nécessité de s’occuper de sa fratrie et sa volonté d’étudier pour le concours, Ulzii n’a pas le choix : il doit accepter de se mettre en danger pour subvenir aux besoins de sa famille.",Si seulement je pouvais hiberner,3.9
Nassim Lyes|Philippe Houillez|Yasin Houicha|Fahmi Guerbâa|Paulette Joly|Brandon Omekenge|Zohra Benali|Nozha Khouadra|Damien Zanoly|Arnaud Allain|Florent Hill|Claude Perron|Camélia Jordana|Jean-Baptiste Lafarge|Guillaume Duhesme|Virgil Leclaire|Jean-Luc Olivier|Nicolas Vaude|Eddy Suiveng|Daniel Auteuil|Abderahmane Cherif|Xavier Guelfi,Yvan Attal,97,412414,251711,Drame|Comédie,https://fr.web.img5.acsta.net/c_310_420/pictures/17/09/25/10/41/2444205.jpg,3.5,22 novembre 2017,"France 2 Cinéma,Pathé,Pathé,Chapter 2,Nexus Factory,UMedia,Moonshaker,CN6 Productions,My Melody","Neïla Salah a grandi à Créteil et rêve de devenir avocate. Inscrite à la grande université parisienne d’Assas, elle se confronte dès le premier jour à Pierre Mazard, professeur connu pour ses provocations et ses dérapages. Pour se racheter une conduite, ce dernier accepte de préparer Neïla au prestigieux concours d’éloquence. A la fois cynique et exigeant, Pierre pourrait devenir le mentor dont elle a besoin… Encore faut-il qu’ils parviennent tous les deux à dépasser leurs préjugés.",Le Brio,3.8
Marilyne Canto|Julia Vaidis-Bogard|Jacques Dutronc|Saïda Jawad|Julie Leibowitch|Emmanuelle Riva|Jacques Spiesser|Annie Grégorio|Patrick Lizana|Nathan Pavillon-Barré|Lucien Jean-Baptiste|Sandrine Bonnaire,Jean-Pierre Améris,113,205565,35370,Comédie dramatique,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/31/70/affvie.jpg,3.3,7 novembre 2001,"France 3 Cinéma,Cofimages 2,Pan Européenne Edition,Pan Européenne Edition,Gimages 4,Productions René Goscinny","Dimitri, 49 ans, est un homme très malade. Il rejoint ""La Maison"", un lieu où sont accueillies des personnes pour qui la médecine ne peut plus rien. Il y fait la rencontre de Suzanne, une bénévole qui se consacre à l'accompagnement des gens en fin de vie.",C'est La Vie,3.5
Jean-Benoît Ugeux|Adèle Exarchopoulos|Agnieszka Kozaczewska|Blanche Vieillevoye|Veroline Vanderbeek|Julie Sokolowski|David Martinez Pinon|Bart Dezdari|Erwan Maillot|Alessandro Duca|Mara Taquin|Jonathon Sawdon|Marianna Masala,Emmanuel Marre,115,53656,277726,Comédie dramatique|Drame|Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/11/15/59/0440387.jpg,3.9,2 mars 2022,"Kidam,Condor Distribution,Wrong Men Productions,Charades","Cassandre, 26 ans, est hôtesse de l’air dans une compagnie low-cost. Vivant au jour le jour, elle enchaîne les vols et les fêtes sans lendemain, fidèle à son pseudo Tinder «Carpe Diem». Une existence sans attaches, en forme de fuite en avant, qui la comble en apparence. Alors que la pression de sa compagnie redouble, Cassandre finit par perdre pied. Saura-t-elle affronter les douleurs enfouies et revenir vers ceux qu'elle a laissés au sol ?",Rien à foutre,2.9
Patrick Cottet-Moine|Rahan Ahmed|Bruce Ellison|Jeanne Ruelle|François-Michel Pirotte|Abderrazak M'Barki|Nhor Thurin-Courtois|Céline Laurentie|Espérance Kanama|Nathalie Boulanger|Patrice Tepasso|Sarah Bensoussan|Bruno Romy|Philippe Martz|Simon Kengen|Nicole Palumbo,Dominique Abel,98,1480,289239,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/18/13/35/3063057.jpg,3.3,31 janvier 2024,"Courage Mon Amour Films,Potemkine Films,Moteur s'il Vous Plaît Production (MSVP),Moteur s'il Vous Plaît Production (MSVP),MK2 International","Bruxelles, aujourd’hui. Boris, barman, vit dans la clandestinité depuis 35 ans, à la suite de son implication dans un attentat qui a mal tourné. Son passé refait surface quand une victime le retrouve et veut se venger. L’apparition de Dom, homme dépressif qui ressemble comme deux gouttes d’eau à Boris, fournit à l’ex- activiste le moyen parfait pour échapper à la vengeance. Boris et sa compagne, Kayoko, épaulés par leur portier, Tim, tissent une toile funeste autour de Dom. Ils ignorent l’existence de son ex-femme, Fiona, détective privée...",L'Étoile filante,3.3
Patti LuPone|Stephanie Herrera|Tristan D. Lalla|Kwasi Songui|Théodore Pellerin|Luis Oliva|Tyrone Benskin|Sylvain Landry|Kylie Rogers|Karl Roy|Catherine Bérubé|Amy Ryan|Maev Beaty|Bill Hader|Emmanuel Schwartz|Mike Taylor (II)|Armen Nahapetian|Denis Ménochet|Michael Esper|Julia Antonelli|Stephen McKinley Henderson|Arthur Holden|Patrick Kwok-Choon|Lily Bird|Ryan S. Hill|Richard Kind|Joaquin Phoenix|Michael Gandolfini|Hayley Squires|François Paquette|Parker Posey|Catherine Lemieux|Alex Bisping|Manuel Tadros|Archie Madekwe|Zoe Lister-Jones|Nathan Lane|Peter Seaborn|Bradley Fisher|Julian Richings,Ari Aster,179,35019,283915,Aventure|Drame|Comédie,https://fr.web.img4.acsta.net/c_310_420/pictures/23/04/05/11/32/2503739.jpg,3.6,26 avril 2023,"ARP Sélection,Square Peg TV,A24,Access Industries,IPR.VC",Beau tente désespérément de rejoindre sa mère. Mais l’univers semble se liguer contre lui…,Beau Is Afraid,3.2
Alex Essoe|Nicholas Pryor|Bethany Anne Lind|Zackary Momoh|Rebecca Ferguson|Jacob Tremblay|Cliff Curtis|Kennedy K. Heim|Carel Struycken|Jocelin Donahue|Henry Thomas|Katie Parker|Violet McGraw|Ewan McGregor|Roger Dale Floyd|Sadie Heim|Chelsea Talmadge|Carl Lumbly|Zahn McClarnon|Bruce Greenwood|Robert Longstreet|Emily Alyn Lind|Selena Anduze|Danny Lloyd,Mike Flanagan,152,147991,242734,Epouvante-horreur|Fantastique|Thriller,https://fr.web.img5.acsta.net/c_310_420/pictures/19/10/11/11/36/5168199.jpg,3.1,30 octobre 2019,"Warner Bros.,Warner Bros.,Warner Bros. France,Vertigo Entertainment,Intrepid Pictures",Un nouveau chapitre de ,Stephen King's Doctor Sleep,3.6
Toni Collette|Willem Dafoe|Paul Anderson|Rooney Mara|Jim Beaver|Bradley Cooper|David Hewlett|Lara Jean Chorostecki|Clifton Collins Jr.|Bill MacDonald|Sarah Mennell|Cate Blanchett|Peter MacNeill|Mary Steenburgen|Troy James|Tim Blake Nelson|Matthew MacCallum|Mike Hill (II)|Holt McCallany|Perry Mucci|Richard Jenkins|Ron Perlman|Dian Bachar|Mark Povinelli|Samantha Rodes|Jesse Buck|Drew Nelson|David Strathairn,Guillermo del Toro,151,142309,261339,Thriller|Drame,https://fr.web.img6.acsta.net/c_310_420/pictures/21/12/07/16/10/5664268.jpg,3.8,19 janvier 2022,"Searchlight Pictures,Searchlight Pictures,The Walt Disney Company France,TSG Entertainment,Double Dare You (DDY)","Alors qu’il traverse une mauvaise passe, le charismatique Stanton Carlisle débarque dans une foire itinérante et parvient à s’attirer les bonnes grâces d’une voyante, Zeena et de son mari Pete, une ancienne gloire du mentalisme. S’initiant auprès d’eux, il voit là un moyen de décrocher son ticket pour le succès et décide d’utiliser ses nouveaux talents pour arnaquer l’élite de la bonne société new-yorkaise des années 40. Avec la vertueuse et fidèle Molly à ses côtés, Stanton se met à échafauder un plan pour escroquer un homme aussi puissant que dangereux. Il va recevoir l’aide d’une mystérieuse psychiatre qui pourrait bien se révéler la plus redoutable de ses adversaires…",Nightmare Alley,3.8
Moritz Runzi|Denis Podalydès|Damien Rondeau|Ambroise Sabbagh|François Philippi|Romaric Thomas|Stéphanie Bailly|Orlando Vauthier|Karim Seghair|Aurélie Delvenne|Stefan Crepon|Valérie Donzelli|Thaïs Vauquières|Sabrina Seyvecou|Riad Gahmi|Salomé Doux|Milan Hatala|Jonathan Cohen|Antoine Berry-Roger|Arnaud Pilarczyk|Maurice Joao Baty|Souheila Yacoub|Côme Levin|Melan Omerta|Matilda Kime|Alioune Sané|Rachid Bouzid|Alma Galy Nadal|David Olivier Fischer|Emmanuelle Bercot|Thomas Silberstein|Xavier Beauvois|Alice Cambournac|Emilia Derou-Bernal|Johanna Colbock,Cédric Kahn,114,88397,300484,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/08/09/30/4432840.jpg,3.7,10 janvier 2024,"France 2 Cinéma,Ad Vitam,UMedia,Elle Driver,Curiosa Films,Tropdebonheur Productions,My Melody","Simon, réalisateur aguerri, débute le tournage d’un film racontant le combat d’ouvriers pour sauver leur usine. Mais entre les magouilles de son producteur, des acteurs incontrôlables et des techniciens à cran, il est vite dépassé par les événements. Abandonné par ses financiers, Simon doit affronter un conflit social avec sa propre équipe. Dans ce tournage infernal, son seul allié est le jeune figurant à qui il a confié la réalisation du making of.",Making Of,3.3
Robert Larriviere|Jennifer Lawrence|Vince Foster|Kristin Brock|Chris Pratt|Lindsey Elizabeth|Kenneth Jones|Laurence Fishburne|Kimberly Battista|Kelli Pardo|Andy Garcia|Barbara Jones|Michael Sheen|Aurora Perrineau|Julee Cerda|Marie Burke,Morten Tyldum,117,586756,220846,Action|Science Fiction|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/16/12/14/16/45/405336.jpg,3.2,28 décembre 2016,"Columbia Pictures,Sony Pictures Releasing France,Company Films,Original Film","Alors que 5000 passagers endormis pour longtemps voyagent dans l’espace vers une nouvelle planète, deux d’entre eux sont accidentellement tirés de leur sommeil artificiel 90 ans trop tôt. Jim et Aurora doivent désormais accepter l’idée de passer le reste de leur existence à bord du vaisseau spatial. Alors qu’ils éprouvent peu à peu une indéniable attirance, ils découvrent que le vaisseau court un grave danger. La vie des milliers de passagers endormis est entre leurs mains…",Passengers,3.8
Liv Tyler|Andy Serkis|Ian Holm|Bruce Spence|Thomas Robins|Elijah Wood|Karl Urban|Sala Baker|David Aston|Royd Tolkien|Billy Boyd|Sean Bean|Jed Brophy|John Bach|Ian Hughes|Bernard Hill|Marton Csokas|Alexandra Astin|Noel Appleby|Pete Smith (II)|Lawrence Makoare|Paul Norell|David Wenham|Cate Blanchett|Bruce Hopkins|Hugo Weaving|Sarah McLeod|Alistair Browning|Viggo Mortensen|Brad Dourif|Ian McKellen|Christopher Lee|Harry Sinclair|John Rhys-Davies|Miranda Otto|Dominic Monaghan|Sean Astin|Orlando Bloom|John Noble,Peter Jackson,201,2935984,39187,Aventure|Fantastique,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/14/33/18366630.jpg,3.8,17 décembre 2003,"New Line Cinema,WingNut Films,Warner Bros. France","Les armées de Sauron ont attaqué Minas Tirith, la capitale de Gondor. Jamais ce royaume autrefois puissant n'a eu autant besoin de son roi. Mais Aragorn trouvera-t-il en lui la volonté d'accomplir sa destinée ?",Le Seigneur des anneaux : le retour du roi,4.5
Victor Rasuk|Jake Cunanan|Kenneth Carrella|Elizabeth Olsen|Aaron Taylor-Johnson|Jeric Ross|Cameron C.J. Adams|Peter Shinkoda|Al Sapienza|Patrick Sabongui|Ken Watanabe|Warren Takeuchi|Keo Woolford|Christian Tessier|John O'Brien|Peter Dwerryhouse|Richard T. Jones|Anthony Konechny|Ken Yamamura|Akira Takarada|Carson Bolde|Michael Patrick Denis|Paul Edney|Sally Hawkins|Garry Chalk|Primo Allon|James Edward Flynn|Brian Markinson|Bryan Cranston|Yuki Morita|Steven Wiig|David Strathairn|Juliette Binoche|Ed Heavey,Gareth Edwards (V),123,720996,179616,Action|Aventure|Science Fiction,https://fr.web.img4.acsta.net/c_310_420/pictures/14/03/25/14/43/167915.jpg,3.5,14 mai 2014,"Warner Bros. France,Legendary Pictures,Toho Company Ltd.,Weta Digital,Third Floor Productions,CafeFX,Warner Bros Entertainment,Double Negative LTD,Amalgamated Pixels,Scanline VFX Los Angeles","Le physicien Joseph Brody a perdu sa femme il y a 15 ans quand un incident nucléaire a irradié la région de Tokyo. La thèse officielle parle de tremblement de terre mais le scientifique est sceptique et mène son enquête avec son fils Ford, soldat dans la Navy. En fait de catastrophe naturelle, il s'agit plutôt des dégâts d'une créature gigantesque créée à la suite d'essais nucléaires dans le Pacifique. D'autres monstres menacent l'archipel d'Hawaï et la côte Ouest des Etats-Unis. L'armée est mobilisée et menée par l'Amiral William Stenz. Au même moment, la compagne de Ford, infirmière et jeune maman, gère les blessés dans un hôpital de San Francisco...",Godzilla,2.9
Negrita|François Raison|François Berléand|Karin Viard|Stéphanie Michelini|Patrick d'Assumçao|Anaïde Rozam|Patrick Catalifo|Annie Mercier|Francis Leplay|Benoît Allemane|Nicolas Cazalé|Maxime Bergeron|Clotilde Mollet,Virginie Sauveur,97,30964,291709,Policier|Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/23/05/24/16/38/1362258.jpg,2.5,21 juin 2023,"Move Movie,Orange Studio,Orange Studio,Terence Films,Orange Studio / Alba Films","À la mort d’un prêtre, la chancelière du diocèse découvre abasourdie qu’il s’agissait d’une femme ! Contre l’avis de son évêque qui souhaite étouffer l’affaire, elle mène l’enquête pour comprendre comment et avec quelles complicités une telle imposture a été possible...",Magnificat,3.2
Sylvain Katan|Myriem Akheddiou|Vincent Elbaz|César de Gouvello Grach|Olivia Côte|Daphné Crépieux|Laurent Poitrenaux|Zoé Richard|Izm|Alexandre Steiger|Sarah Touffic Othman-Schmitt|Laure Calamy|Pascal Rénéric|Suzanne de Baecque,Caroline Vignal,98,167511,307775,Comédie dramatique|Drame|Comédie|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/20/10/50/5902027.jpg,2.9,3 janvier 2024,"France 3 Cinéma,Playtime,Diaphana Distribution,Chapka Films,La Filmerie","Un mari formidable, deux filles parfaites, un cabinet dentaire florissant : tout va bien pour Iris. Mais depuis quand n’a-t-elle pas fait l’amour ? Peut-être est-il temps de prendre un amant. S'inscrivant sur une banale appli de rencontre, Iris ouvre la boite de Pandore. Les hommes vont tomber… Comme s’il en pleuvait !",Iris et les hommes,2.4
Ted Huckabee|Al Mitchell|Rafe Spall|Dominic Bogart|Denitra Isler|Ron Clinton Smith|Karan Kendrick|Rob Morgan (IV)|Drew Scheid|O'Shea Jackson Jr.|Hayes Mercure|Mary Kraft|Jamie Foxx|J. Alphonse Nicholson|Jacinte Blankenship|Tim Blake Nelson|Michael Harding|Michael B. Jordan|Kelly Mumme|Andrene Ward-Hammond|Elizabeth Becka|Rhoda Griffis|Lindsay Ayliffe|Terence Rosemore|Brie Larson|Steve Coulter,Destin Daniel Cretton,137,113153,239735,Biopic|Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/20/01/14/09/12/0418204.jpg,3.0,29 janvier 2020,"Warner Bros. France,Broad Green Pictures,Gil Netter Productions","Le combat historique du jeune avocat Bryan Stevenson.  Après ses études à l’université de Harvard, Bryan Stevenson aurait pu se lancer dans une carrière des plus lucratives. Il décide pourtant de se rendre en Alabama pour défendre ceux qui ont été condamnés à tort, avec le soutien d’une militante locale, Eva Ansley. Un de ses premiers cas - le plus incendiaire - est celui de Walter McMillian qui, en 1987, est condamné à mort pour le meurtre retentissant d’une jeune fille de 18 ans. Et ce en dépit d’un grand nombre de preuves attestant de son innocence et d’un unique témoignage à son encontre provenant d’un criminel aux motivations douteuses. Au fil des années, Bryan se retrouve empêtré dans un imbroglio de manœuvres juridiques et politiques. Il doit aussi faire face à un racisme manifeste et intransigeant alors qu’il se bat pour Walter et d’autres comme lui au sein d’un système hostile.",La Voie de la justice,4.1
Garance Bocobza|Malo Vallet|Tony Aznar|Michaël Gregorio|Lee El Mechri|Sacha Ngouma|Sébastien Giacomoni|Ramzy Bedia|François-Xavier Demaison|Max Baissette de Malglaive|Mia Argyris|Quentin Delbosc|Alice Belaïdi|Célestine Ngouma|Laurent Stocker|Mathis Argyris|Cloé Falcoz-Vigne|Marina Hands|Marie Rousseau|Maé Goussot|Annabelle Lengronne|Renaud Dehesdin|Eden Ducourant|Marc Berman|Lys Dihoum-Grumbach|Rebecca Bonhomme-Nguyen|Maud Le Guénédal|Emmanuel Barrouyer|Loïc Legendre|Yvon Martin|Thierry Lhermitte|Lukas Dana|Gaëtan Amiel|Frédérique Tirmont|Oscar Barrouyer|Andrea Dias-Marques|Pascal Demolon|Lazare Dihoum-Grumbach|Georges Gay|Jonathan Darona,Audrey Dana,97,102659,276716,Comédie,https://fr.web.img4.acsta.net/c_310_420/pictures/21/12/06/10/29/3281222.jpg,3.1,25 mai 2022,"Warner Bros. France,France Télévisions","Sept hommes, de 17 à 70 ans, que tout oppose, sinon d’être au bord de la crise de nerfs, se retrouvent embarqués dans une thérapie de groupe en pleine nature sauvage. Ce stage mystérieux, « exclusivement réservé aux hommes », est censé faire des miracles. Première surprise à leur arrivée : le coach est une femme ! Imprévisible et déroutante, elle va tout faire pour les aider à aller mieux. Avec ou sans leur consentement…",Hommes au bord de la crise de nerfs,2.6
Kevin Crowley|Chaney Morrow|Mike Seely|Amy Warner|Tim Robbins|Bill Pullman|Victor Garber|Jeffrey Grover|Marcia Dangerfield|Brian Gallagher|Mark Ruffalo|Anne Hathaway|John Newberg|Kelly Mengelkoch|William Jackson Harper|Bill Camp|Scarlett Hicks|Denise Dal Vera|Mare Winningham|Louisa Krause,Todd Haynes,128,158301,269509,Biopic|Drame,https://fr.web.img4.acsta.net/c_310_420/pictures/20/01/23/14/05/1683095.jpg,4.0,26 février 2020,"Killer Films,Le Pacte,Lionsgate,Participant Media","Robert Bilott est un avocat spécialisé dans la défense des industries chimiques. Interpellé par un paysan, voisin de sa grand-mère, il va découvrir que la campagne idyllique de son enfance est empoisonnée par une usine du puissant groupe chimique DuPont, premier employeur de la région. Afin de faire éclater la vérité sur la pollution mortelle due aux rejets toxiques de l’usine, il va risquer sa carrière, sa famille, et même sa propre vie...",Dark Waters,4.1
Al-Jaleel Knox|Paul Pillsbury|Christian Convery|Jane McNeill|Jared Bankens|Vickie Eng|Sailor Larocque|Jenny Slate|Sope Aluko|Jock McKissic|Scott Haze|DJames Jones|Diesel Madkins|Michelle Lee (II)|Reid Scott|Laura Distin|Wayne Pére|Mac Brandt|Riz Ahmed|Grace Wan|Donald K. Overstreet|Michelle Williams|Woody Harrelson|Tom Hardy|Daniela Gaskie|Sam Medina|Selena Anduze,Ruben Fleischer,112,941871,138473,Action|Science Fiction,https://fr.web.img6.acsta.net/c_310_420/pictures/18/09/20/10/41/4338768.jpg,1.8,10 octobre 2018,"Columbia Pictures,Sony Pictures,Sony Pictures Releasing France,Marvel Entertainment","Possédé par un symbiote qui agit de manière autonome, le journaliste Eddie Brock devient le protecteur létal Venom.",Venom,3.1
Raymond Mamrak|Andy Serkis|Lupita Nyong'o|Daisy Ridley|Simon Pegg|Mark Stanley|Yayan Ruhian|Oscar Isaac|Domhnall Gleeson|Miltos Yerolemou|Mark Preston|Gwendoline Christie|Phoenix James|Johnny Lynch|Anthony Daniels|Pip Andersen|Max von Sydow|Ken Leung|Iko Uwais|Morgan Dameron|Dante Briggins|Mike Quinn|Michael Giacchino|Dixie Arnold|Kenny Baker|Carrie Fisher|Warwick Davis|Harrison Ford|John Boyega|Crystal Clarke|James McArdle|Maisie Richardson-Sellers|Greg Grunberg|Adam Driver|Jessica Henwick|Kiran Shah|Mark Hamill|Gerald W. Abrams|Billie Lourd|Peter Mayhew,J.J. Abrams,135,3801235,215097,Action|Aventure|Science Fiction,https://fr.web.img2.acsta.net/c_310_420/pictures/15/10/18/18/56/052074.jpg,4.0,16 décembre 2015,"Walt Disney Pictures,Lucasfilm Ltd.,Bad Robot,The Walt Disney Company France,UIP Türkiye","Dans une galaxie lointaine, très lointaine, un nouvel épisode de la saga ""Star Wars"", 30 ans après les événements du ""Retour du Jedi"".",Star Wars - Le Réveil de la Force,3.6
,Patrick Imbert,95,49532,269946,Aventure|Animation|Drame,https://fr.web.img2.acsta.net/c_310_420/pictures/21/07/29/17/38/3976490.jpg,4.2,22 septembre 2021,"Goodfellas,France 3 Cinéma,Mélusine Productions,Wild Bunch Distribution,Auvergne Rhône-Alpes Cinéma,Folivari,Julianne Films","A Katmandou, le reporter japonais Fukamachi croit reconnaître Habu Jôji, cet alpiniste que l'on pensait disparu depuis des années. Il semble tenir entre ses mains un appareil photo qui pourrait changer l’histoire de l’alpinisme. Et si George Mallory et Andrew Irvine étaient les premiers hommes à avoir atteint le sommet de l’Everest, le 8 juin 1924 ? Seul le petit Kodak Vest Pocket avec lequel ils devaient se photographier sur le toit du monde pourrait livrer la vérité. 70 ans plus tard, pour tenter de résoudre ce mystère, Fukamachi se lance sur les traces de Habu. Il découvre un monde de passionnés assoiffés de conquêtes impossibles et décide de l’accompagner jusqu’au voyage ultime vers le sommet des dieux.",Le Sommet des Dieux,4.3
Pascal Loison|François Legrand|Bertrand Quoniam|Paul Chan|Lio Tipton|Morgan Freeman|Jan Oliver Schroeder|Alexis Jacquin|Paul Lefèvre|Ken Lin|Abel Aboualiten|Christophe Tek|Julien Personnaz|Frédéric Chau|Loïc Brabant|Amr Waked|Cédric Chevalme|Isabelle Cagnat|Alexis Rangheard|Scarlett Johansson|Min-sik Choi|Nicolas Phongpheth|Renaud Cestre|Bob Martet|Mason Lee|Wolfgang Pissors|Julian Rhind-Tutt|Claire Tran|Luca Angeletti|Pilou Asbæk|Feng Hsing|Pierre Gérard,Luc Besson,89,1941424,186452,Action|Science Fiction,https://fr.web.img4.acsta.net/c_310_420/pictures/14/06/05/09/47/324245.jpg,2.7,6 août 2014,"TF1 Films Production,EuropaCorp Distribution,EuropaCorp Distribution,EuropaCorp","A la suite de circonstances indépendantes de sa volonté, une jeune étudiante voit ses capacités intellectuelles se développer à l’infini. Elle « colonise » son cerveau, et acquiert des pouvoirs illimités.",Lucy,2.9
Sydney McCallister|Coco Leigh|Louise Gregg|Russell Harvard|John W. Watts|Kellie Hill|Kevin Breznahan|Paul F. Tompkins|Huey Rhudy|Christine Olejniczak|Colton Woodward|Amber Roberts|Ronald Krut|Tom Doyle|Barry Del Sherman|David Warshofsky|Joy Rawls|John Chitwood|David Williams (II)|Irene G. Hunter|Ciarán Hinds|Robert Barge|Robert Arber|Steven Barr|Paul Dano|Erica Sullivan|Dan Swallow|Randall Carver|Bob Bell|David Willis (II)|Robert Hills|Daniel Day-Lewis|Hans Howes|Kevin J. O'Connor|Robert Caroline|Hope Elizabeth Reeves|James Downey|Jim Meskimen|John Burton,Paul Thomas Anderson,158,180519,109788,Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/80/44/18887932.jpg,4.6,27 février 2008,"Miramax Films,Miramax Films,Paramount Vantage,Digital Backlot,The Walt Disney Company France","Lorsque Daniel Plainview entend parler d'une petite ville de Californie où l'on dit qu'un océan de pétrole coulerait littéralement du sol, il décide d'aller tenter sa chance et part avec son fils H.W. à Little Boston. Dans cet endroit perdu où chacun lutte pour survivre et où l'unique distraction est l'église animée par le charismatique prêtre Eli Sunday, Plainview et son fils voient le sort leur sourire.",There Will Be Blood,4.1
Patrice Guillain|Frédéric Achard|Yann Lerat|Nathalie Baye|Norman Thavaud|Vincent Desagnat|Chantal Ladesou|Jo Prestia|JoeyStarr|Candide Sanchez|Adam Seddouki|Medi Sadoun|Samy Naceri|Julien Arruti|Nawell Madani|Alice Dufour|Jonathan Louis|Philippe Duquesne|Kad Merad|Rodrigues Motess|Élodie Fontan|Laouni Mouhid|Michèle Laroque|Didier Bourdon|Tarek Boudali,Philippe Lacheau,90,1124383,247411,Comédie,https://fr.web.img5.acsta.net/c_310_420/pictures/16/12/22/15/06/567544.jpg,2.9,15 février 2017,"TF1 Films Production,StudioCanal,StudioCanal,Amarok Productions, Ltd.,TF1 Droits audiovisuels,CN5 Productions,Fechner Films,Fechner Films","Greg a fondé une entreprise nommée Alibi.com qui crée tout type d'alibi. Avec Augustin son associé, et Medhi son nouvel employé, ils élaborent des stratagèmes et mises en scène imparables pour couvrir leurs clients. Mais la rencontre de Flo, une jolie blonde qui déteste les hommes qui mentent, va compliquer la vie de Greg, qui commence par lui cacher la vraie nature de son activité. Lors de la présentation aux parents, Greg comprend que Gérard, le père de Flo, est aussi un de leurs clients...",Alibi.com,3.5
