casting,director,duration,entries,film_id,genres,img_src,press_ratings,release,societies,synopsis,title,viewers_ratings
Eva Löbau|Sarah Bauerett|Can Rodenbostel|Padmé Hamdemir|Anne-Kathrin Gummich|Elsa Krieger|Kathrin Wehlisch|Lisa Marie Trense|Oscar Zickur|Vincent Stachowiak|Antonia Küpper|Leonie Benesch|Michael Klammer|Rafael Stachowiak,İlker Çatak,99,90612,294240,Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/31/10/38/5852912.jpg,3.8,6 mars 2024,"if... Productions,Be For Films,Tandem","Alors qu'une série de vols a lieu en salle des profs, Carla Nowak mène l'enquête dans le collège où elle enseigne. Très vite, tout l'établissement est ébranlé par ses découvertes.",La Salle des profs,3.9
Joniece Jamison|Emmanuelle Devos|Jeanne Balibar|Max Harter|Mélodie Adda|Marie Denarnaud|Serge Riaboukine|François Alu|Sophie Guillemin|Jelle De Beule|Florence Ben Sadoun|Katia Tchenko|Jean-Chrétien Sibertin-Blanc|Bruno Fleury|Anne Alvaro|Doria Tillier|Romeo Spadone|Raphaël Personnaz|Raphael Cohen (II)|Constance Verluca|Vincent Perez,Anne Fontaine,120,177724,286292,Biopic,https://fr.web.img5.acsta.net/c_310_420/pictures/24/01/26/11/07/0253122.jpg,3.4,6 mars 2024,"France 2 Cinéma,SND,SND,Cinéfrance,F Comme Film,Ciné-@,Artémis Productions","En 1928, alors que Paris vit au rythme des années folles, la danseuse Ida Rubinstein commande à Maurice Ravel la musique de son prochain ballet. Tétanisé et en panne d’inspiration, le compositeur feuillette les pages de sa vie - les échecs de ses débuts, la fracture de la Grande Guerre, l’amour impossible qu’il éprouve pour sa muse Misia Sert… Ravel va alors plonger au plus profond de lui-même pour créer son oeuvre universelle, le Bolero.",Bolero,3.3
Léa Seydoux|Hopi Grace|Hamza Baissa|Huw Novelli|Stellan Skarsgård|Charlotte Rampling|Amer El-Erwadi|Rebecca Ferguson|Babs Olusanmokun|Florence Pugh|Remi Fadare|Alison Halstead|Giusi Merli|Havin Fathi|Timothée Chalamet|Javier Bardem|Imola Gaspar|Stephen McKinley Henderson|Dave Bautista|Austin Butler|Omar Elbooz|Cat Simmons|Abdelkarim Hussein Seli Mohamed|Zendaya|Souheila Yacoub|Anya Taylor-Joy|Hassanin|Alison Adnet|Jasper Ryan-Cater|Kait Tenison|Laura Mizere|Christopher Walken|Hassan Najib|Josh Brolin|Serhat Metin|Tara Breathnach|Amra Mallassi|Moe Bar-El|Joseph Beddelem|Roger Yuan,Denis Villeneuve,166,1383999,278742,Science Fiction|Drame,https://fr.web.img2.acsta.net/c_310_420/pictures/24/01/26/10/18/5392835.jpg,4.2,28 février 2024,"Warner Bros. France,Legendary Pictures,Warner Bros. Pictures,Warner Bros. Pictures","Dans DUNE : DEUXIÈME PARTIE, Paul Atreides s’unit à Chani et aux Fremen pour mener la révolte contre ceux qui ont anéanti sa famille. Hanté par de sombres prémonitions, il se trouve confronté au plus grand des dilemmes : choisir entre l’amour de sa vie et le destin de l’univers.",Dune : Deuxième Partie,4.5
Fabrice Eboué|Guy Lecluyse|Victor Meutelet|Vincent Pasdermadjian|Anouk Grinberg|Yasin Houicha|Pauline Clément|Sami Outalbali|Louise Coldefy|Mathieu Lourdel|Ayumi Roux|Sam Karmann|Esteban Hernandez-Sanchez|Illyès Salah|Inès Angelina Mnafek-Amandio|Audrey Lamy,Maxime Govare,103,136628,316138,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/24/01/17/11/50/4118109.jpg,3.6,13 mars 2024,"Warner Bros. France,Charades","1 chance sur 19 millions. Plus de probabilité d’être frappé par une météorite que de gagner au loto. Pour nos heureux gagnants, le rêve va rapidement se transformer en cauchemar, et leur vie va voler en éclat dans un spectaculaire feu d’artifices de comédie noire et de sensations fortes.",Heureux gagnants,3.5
Imogen Kogge|Christian Friedel|Stephanie Petrowitz|Medusa Knopf|Maximilian Beck|Sandra Hüller|Kalman Wilson|Julia Polaczek,Jonathan Glazer,105,239108,266159,Guerre|Drame|Historique,https://fr.web.img6.acsta.net/c_310_420/pictures/24/01/12/14/37/2282076.jpg,4.1,31 janvier 2024,"Bac Films,Film4,A24,House Productions,Extreme Emotions","Le commandant d’Auschwitz, Rudolf Höss, et sa femme Hedwig s’efforcent de construire une vie de rêve pour leur famille dans une maison avec jardin à côté du camp.",La Zone d'intérêt,3.8
Olivia Colman|Richard Goulding|Malachi Kirby|Alisha Weir|Eileen Atkins|Lolly Adefope|Timothy Spall|Hugh Skinner|Anjana Vasan|Paul Chahidi|Gemma Jones|Jason Watkins|Joanna Scanlan|Jessie Buckley,Thea Sharrock,100,51921,304573,Policier|Comédie|Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/24/01/30/11/42/4484085.jpg,3.3,13 mars 2024,"StudioCanal,StudioCanal,StudioCanal,Blueprint Pictures,Film4","Littlehampton, 1920. Lorsque Edith Swan commence à recevoir des lettres anonymes truffées d'injures, Rose Gooding, sa voisine irlandaise à l’esprit libre et au langage fleuri, est rapidement accusée des crimes. Toute la petite ville, concernée par cette affaire, s’en mêle. L'officière de police Gladys Moss, rapidement suivie par les femmes de la ville, mène alors sa propre enquête : elles soupçonnent que quelque chose cloche et que Rose pourrait ne pas être la véritable coupable, victime des mœurs abusives de son époque...",Scandaleusement vôtre,3.7
Lydie Muller|Noémie Zeitoun|Aurélien Ferréol|Rosita Dadoun Fernandez|Nicolas Bourgasser|Coline Ramos-Pinto|Franck Beckmann|Agnès Jaoui|Alison Wheeler|Salif Cissé|Thaïs Vauquières|Hortense Gélinet|Stéphane Pétillot|Serge Feuillard|Serpentine Teyssier|William Lebghil|Natacha Davidovic|Mouad Habrani|Terrence Amadi|Mohammed Bendahma|Mamadou Haïdara|Maxence Tual|Patrick Robine|Cécile Remy-Boutang,Julien Carpentier,103,58613,310110,Comédie dramatique,https://fr.web.img4.acsta.net/c_310_420/pictures/24/01/22/15/31/1839923.jpg,3.7,6 mars 2024,"KMBO,Silex Films,Be For Films","Pierre, 33 ans, fleuriste à succès, voit sa vie basculer lorsque sa mère, Judith, fantasque et excessive, débarque dans sa vie après deux ans sans se voir. Pierre n’a qu’une idée, reprendre le cours normal de sa vie, mais rien ne se passe comme prévu. Leurs retrouvailles, aussi inattendues qu’explosives, vont transformer Pierre et Judith à jamais.",La Vie de ma mère,3.9
Jarry|Louna Espinosa|Noé Chabbat|Léonard Signoret|Adèle Soussan|Chantal Ladesou|Firmine Richard|Liliane Rovère|Axel Gallois|Amanda Lear|Daniel Prévost|Stéphane Debac|Sophie Vannier|Brahim Bouhlel|Zoé Diowo-Ceccaldi|Quentin Morlaas|Michel Jonasz|Jean-Luc Bideau|Anne Marivin|Marthe Villalonga|Kev Adams|Enrico Macias|Nicolas Buchoux|Jean Reno|Gérard Depardieu,Claude Zidi Jr.,102,526067,313914,Comédie,https://fr.web.img3.acsta.net/c_310_420/pictures/23/11/28/14/21/0273666.jpg,2.6,14 février 2024,"TF1 Films Production,My Family,Apollo Films,Apollo Films,The Man,Ginger & Fed","Quand le foyer Lino Vartan - qui accueille jeunes orphelins et seniors- doit fermer pour raisons sanitaires, Milann n’a pas d’autre choix que de répondre à l’invitation d’une maison de retraite dans le Sud qui les accueille pour l’été. Tous embarquent dans le bus d’Alban. Enfants et anciens découvrent alors le Bel Azur Club, une villa idyllique au bord de la mer : le rêve ! Une aubaine pour ces gamins orphelins qui n’ont jamais eu de vacances... Mais le paradis tourne à l’enfer car anciens et nouveaux pensionnaires du 3e âge se détestent ! La guerre des seniors est déclarée !",Maison de retraite 2,3.0
Jochen Hägele|Yumi Narita|David Mora|Hubert Roulleau|Sébastien Chassagne|Victoria Monfort|Aaliyah Lexilus|Claudia Tagbo|Michèle Laroque|Adeline Toniutti,Stéphane Ben Lahcene,89,116784,311631,Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/23/12/14/16/16/5709345.jpg,3.2,20 mars 2024,"TF1 Films Production,UGC Distribution,Les films du 24,Newen","Après une soirée pleine d’excès, Bénédicte, célèbre chanteuse d’opéra, voit sa carrière s’écrouler. Fatou, passionnée de karaoké, est la seule à lui tendre la main. Elle a une idée derrière la tête : convaincre Bénédicte de participer au grand concours national de karaoké. La parfaite maîtrise vocale de l’une et la ténacité de l’autre pourraient bien faire des étincelles et les amener très loin.",Karaoké,3.3
Kamel Abdelli|Etienne Parc|Clémence Schreiber|Vincent Lindon|Florent Cheippe|Karole Rocher|Jean-Charles Canu|Gina Jimenez|Alexandra Holzhammer|Myriam Djeljeli|Pascal Vannson|Sandie Masson|Jacky Latulipe|Emmanuel Rausenberger|Mélanie Leclef|Nina Boukhrief,Nicolas Boukhrief,102,55026,313397,Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/24/02/05/11/47/5329264.jpg,3.0,6 mars 2024,"Goodfellas,Eskwad,Le Pacte","Jacques Romand est un professeur qui a perdu sa vocation. Témoin d’une agression dans une épicerie de quartier, il permet l’arrestation de l’un des voleurs : Victor, 14 ans. Mais en découvrant le sort de ce gamin déscolarisé que l’on force à voler pour survivre, Jacques va tout mettre en œuvre pour venir en aide à ce jeune parti sur de si mauvais rails. Quitte à affronter ceux qui l’exploitent. En luttant contre les réticences mêmes de Victor pour tenter de lui offrir un avenir meilleur, Jacques va changer son propre destin...",Comme un fils,3.3
Didier Daijardin|Albert Narayaninsamy|Yann Ichon Bella Ola|Céline Loco|Jacqueline Baltus|Nathaly Coualy|Francky Briny|Franck Monier|Ronald Pierre|Gaspar Noé|Elise Cresson|Michel Houellebecq|Blanche Gardin|Rio Marie-Magdelaine|Françoise Lebrun|Jean-Pascal Zadi|Majid Mounsif|Jean-Louis Gautier|Luc Schwarz|Apollinaire Godard|Vincent Volkoff,Guillaume Nicloux,88,12482,307806,Comédie,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/25/10/07/2642043.jpg,3.2,13 mars 2024,"Les Films du Kiosque,Bac Films","En Guadeloupe, Blanche Gardin préside un concours de sosie consacré à Michel Houellebecq. Michel s’y rend, mais des événements imprévus vont plonger notre duo au cœur d’une intrigue rocambolesque…",Dans la peau de Blanche Houellebecq,2.9
Patrick de Valette|Roderick Hill|Kathryn Hunter|Willem Dafoe|David Bromley|Christopher Abbott|Jerskin Fendrix|Jack Barton|Kate Handford|Vicki Pepperdine|Emma Hindle|Charlie Hiscock|Owen Good|Hanna Schygulla|Donovan Fouassier|Laurent Borel|Emma Stone|Jeremy Wheeler (III)|Ramy Youssef|Damien Bonnard|Hubert Benhamdine|Jerrod Carmichael|Laurent Winkler|Wayne Brett|Tom Stourton|Mark Ruffalo|Raphaël Thiéry|Vivienne Soan|Keeley Forsyth|Margaret Qualley|Andrew Hefler|John Locke|Suzy Bemba,Yorgos Lanthimos,141,186568,290065,Science Fiction|Fantastique|Drame|Comédie|Romance,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/28/11/03/2973866.jpg,3.7,17 janvier 2024,"Searchlight Pictures,Film4,The Walt Disney Company France,TSG Entertainment,Element Pictures","Bella est une jeune femme ramenée à la vie par le brillant et peu orthodoxe Dr Godwin Baxter. Sous sa protection, elle a soif d’apprendre. Avide de découvrir le monde dont elle ignore tout, elle s'enfuit avec Duncan Wedderburn, un avocat habile et débauché, et embarque pour une odyssée étourdissante à travers les continents. Imperméable aux préjugés de son époque, Bella est résolue à ne rien céder sur les principes d’égalité et de libération.",Pauvres Créatures,4.0
,Tian Xiaopeng,112,79728,313044,Aventure|Animation|Fantastique,https://fr.web.img5.acsta.net/c_310_420/pictures/23/12/01/14/15/3412210.jpg,3.2,21 février 2024,"KMBO,Games of Com,October Media","Shenxiu, une fillette de 10 ans, est aspirée dans les profondeurs marines durant une croisière familiale. Elle découvre l’univers fantastique des abysses, un monde inconnu peuplé d’incroyables créatures. Dans ce lieu mystérieux émerge le Restaurant des abysses, dirigé par l’emblématique Capitaine Nanhe. Poursuivis par le Fantôme Rouge, leur route sera semée d’épreuves et de nombreux secrets. Leur odyssée sous-marine ne fait que commencer.",Le Royaume des abysses,4.0
Keegan-Michael Key|Justin Edwards|Freya Parker|Ellie White|Rakhee Thakrar|Natasha Rothwell|Tracy Ifeachor|Rowan Atkinson|Hugh Grant|Kobna Holdbrook-Smith|Simon Farnaby|Timothée Chalamet|Matt Lucas|Tom Davis|Colin O'Brien|Paterson Joseph|Jim Carter|Mathew Baynton|Sally Hawkins|Olivia Colman|Rich Fulcher|Rufus Jones,Paul King,117,787846,251105,Famille|Aventure|Fantastique,https://fr.web.img2.acsta.net/c_310_420/pictures/23/12/05/14/56/1249162.jpg,3.3,13 décembre 2023,"Warner Bros.,Warner Bros. France,Warner Bros. Pictures","Découvrez la jeunesse de Willy Wonka, l’extraordinaire inventeur, magicien et chocolatier de l’univers féérique de Charlie et la chocolaterie de Roald Dahl, dans le film WONKA. Timothée Chalamet incarne ce jeune homme débordant d’idées et déterminé à changer le monde… avec gourmandise ! Cette œuvre haute en couleur, mêlant émotion et humour, prouve que, dans la vie, les rêves peuvent devenir réalité – surtout si on a la chance de rencontrer Willy Wonka.",Wonka,3.7
,Neil Boyle,84,72554,316881,Aventure|Animation,https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/06/09/10/3585927.jpg,3.7,7 février 2024,"Mélusine Productions,Le Pacte,Le Pacte,Studio 352,Bankside Films,Lupus Films,Jigsaw Films,Bumpybox","L’incroyable histoire de Michael, 11 ans, parti faire un tour du monde à la voile avec ses parents, avant qu’une terrible tempête ne le propulse par-dessus bord avec sa chienne Stella. Échoués sur une île déserte, comment survivre ? Un mystérieux inconnu vient alors à leur secours en leur offrant à boire et à manger. C’est Kensuké, un ancien soldat japonais vivant seul sur l’île avec ses amis les orangs-outans depuis la guerre. Il ouvre à Michael les portes de son royaume et lorsque des trafiquants de singes tentent d’envahir l’île, c’est ensemble qu’ils uniront leurs forces pour sauver ce paradis...",Le Royaume de Kensuke,4.1
Romain Parent|Arieh Worthalter|Ambroise Sabbagh|Christian Mazzuchini|Priscilla Lopes|Chloé Lecerf|Maxime Tshibangu|Jerzy Radziwilowicz|Arthur Verret|Ulysse Dutilloy-Liégeois|Lucas Olmedo|Arthur Harari|François Favrat|Stéphan Guérin-Tillié|Nicolas Briançon|Prescillia Martin|Aurélien Chaussade|Jeremy Lewin|Paul Jeanson|Didier Borga|Laetitia Masson|Xavier Aubert,Cédric Kahn,116,110011,299937,Judiciaire|Policier|Historique|Drame,https://fr.web.img6.acsta.net/c_310_420/pictures/23/06/27/12/21/2686698.jpg,4.5,27 septembre 2023,"Ad Vitam,Moonshaker,Charades,Tropdebonheur Productions,Tropdebonheur Productions","En avril 1976, débute le deuxième procès de Pierre Goldman, militant d’extrême gauche, condamné en première instance à la réclusion criminelle à perpétuité pour quatre braquages à main armée, dont un ayant entraîné la mort de deux pharmaciennes. Il clame son innocence dans cette dernière affaire et devient en quelques semaines l’icône de la gauche intellectuelle. Georges Kiejman, jeune avocat, assure sa défense. Mais très vite, leurs rapports se tendent. Goldman, insaisissable et provocateur, risque la peine capitale et rend l’issue du procès incertaine.",Le Procès Goldman,4.0
Máté Haumann|Rami Malek|David Krumholtz|Dane DeHaan|Harrison Gilbertson|Matt Damon|Alden Ehrenreich|Brett DelBuono|Gary Oldman|Kenneth Branagh|Florence Pugh|Matthias Schweighöfer|Josh Hartnett|James Remar|Tony Goldwyn|Scott Grimes|James D'Arcy|Dylan Arnold|Cillian Murphy|Matthew Modine|Adam Kroeger|Jack Quaid|Devon Bostick|Macon Blair|Benny Safdie|Olli Haaskivi|Robert Downey Jr.|Tom Conti|Josh Zuckerman|Trond Fausa|Jason Clarke|Harry Groener|Jefferson Hall|Olivia Thirlby|Gustaf Skarsgård|Casey Affleck|Danny Deferrari|David Dastmalchian|Emily Blunt|Michael Angarano,Christopher Nolan,181,1138907,296168,Biopic|Thriller|Historique,https://fr.web.img3.acsta.net/c_310_420/pictures/23/05/26/16/52/2793170.jpg,3.8,19 juillet 2023,"Universal Pictures,Universal Pictures,Atlas Entertainment,Syncopy,Universal Pictures International France","En 1942, convaincus que l’Allemagne nazie est en train de développer une arme nucléaire, les États-Unis initient, dans le plus grand secret, le ""Projet Manhattan"" destiné à mettre au point la première bombe atomique de l’histoire. Pour piloter ce dispositif, le gouvernement engage J. Robert Oppenheimer, brillant physicien, qui sera bientôt surnommé ""le père de la bombe atomique"". C’est dans le laboratoire ultra-secret de Los Alamos, au cœur du désert du Nouveau-Mexique, que le scientifique et son équipe mettent au point une arme révolutionnaire dont les conséquences, vertigineuses, continuent de peser sur le monde actuel…",Oppenheimer,4.3
Rocky Davis|Cory Michael Smith|Mikenzie Taylor|Charles Melton|Natalie Portman|Drew Scheid|Julie Ivey|Charles Green|Mike Lopez|Kelvin Han Yee|Hailey Wist|Lawrence Arancio|Zachary Branch|Hans Obma|Piper Curda|Andrea Frankle|Allie McCulloch|Jocelyn Shelfo|Julianne Moore,Todd Haynes,117,118770,293604,Drame|Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/23/09/06/09/03/2490223.jpg,3.7,24 janvier 2024,"Killer Films,ARP Sélection,Rocket Science Inc.,Gloria Sanchez Productions,MountainA Films","Pour préparer son nouveau rôle, une actrice célèbre vient rencontrer celle qu’elle va incarner à l’écran, dont la vie sentimentale a enflammé la presse à scandale et passionné le pays 20 ans plus tôt.",May December,3.4
Zoé Bruneau|Frédérique Bardakoff|Thibault Vinçon|Eric Feldman (II)|Laurent Poitrenaux|Ophelia Kolb|Calixte Broisin-Doutaz|Mohammed Sadi|Noée Abita|Charlotte Gainsbourg|Didier Sandre|Adrien Colliard|Calypso Buijtenhuijs|Megan Northam|Raphaël Thiéry|Heza Botto|Emmanuelle Béart|Mounir Margoum|Lilith Grasmug,Mikhaël Hers,111,78880,284676,Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/12/16/01/3361793.jpg,4.0,4 mai 2022,"Nord-Ouest Films,Pyramide Distribution,Arte France Cinéma,MK2 International","Paris, années 80. Elisabeth vient d’être quittée par son mari et doit assurer le quotidien de ses deux adolescents, Matthias et Judith. Elle trouve un emploi dans une émission de radio de nuit, où elle fait la connaissance de Talulah, jeune fille désœuvrée qu’elle prend sous son aile. Talulah découvre la chaleur d’un foyer et Matthias la possibilité d’un premier amour, tandis qu’Elisabeth invente son chemin, pour la première fois peut-être. Tous s’aiment, se débattent... leur vie recommencée ?",Les Passagers de la nuit,3.8
Franck Assi|Nigel Fairs|Tom Murphy,Matt Carter (II),134,1753,305756,Drame|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/24/02/07/09/23/0863240.jpg,3.5,28 février 2024,"Optimale Distribution,Take A Seat Pictures","Les tensions sont vives dans un club de rugby Londonien : l’équipe est à court d’argent et divisée. C’est dans ce contexte électrique que lors d’une soirée arrosée, Mark, une nouvelle recrue, couche avec Warren, un de ses coéquipiers les plus populaires. Le hic, c’est qu’ils sont tous les deux déjà en couple. Les deux hommes doivent dissimuler leurs sentiments grandissants en conciliant leurs propres vulnérabilités et les démonstrations de machisme sur le terrain. Ou risquer de détruire le club qu’ils affectionnent.",Dans la mêlée,
Jean-François Cayrey|Zoé Schellenberg|Jordan Chin|Benjamin Gomez|Pascale Arbillot|Norman Clerc|Nandy Sissoko|Firmine Richard|Asa Jonson|Igor Malinovsky|Megan Khaziran|Charlie Paillette|Chris Natal|Katie McGovern|Louise Coldefy|Mollie Laylin|Wilfried Capet|Philippe de Monts|Alexandra Chouraqui|Paul Laurent (II)|Frédéric Epaud|Stacey Marie Keba|Brigitte Fossey|Douglas Rand|Diane Dassigny|Camille Léon-Fucien|Chloé Jouannet|Kimberly Magness|Anastasia Cherepanova|Astrid Roos|Nathan Gruffy|Danny Pudelek|Milla Lefort-Dauriac|Oudesh Hoop|Adèle Royné,Noémie Lefort,108,59453,294000,Comédie,https://fr.web.img2.acsta.net/c_310_420/pictures/22/09/08/15/49/1852262.jpg,3.1,14 décembre 2022,"Universal Pictures International France,Universal Pictures International France,Universal Pictures International France,INDY FILMS PRODUCTION,Octopolis","Depuis son plus jeune âge, Alex ne rêve que d'une chose : réaliser des films. Mais à Rouen, son quotidien est bien loin du glamour hollywoodien. Surprotégée par sa mère Mathilde, elle espère intégrer une prestigieuse école de cinéma à New York. Malheureusement, tout ne se passe pas comme prévu et ses rêves sont brutalement brisés. Refusant d’accepter son sort, Alex décide de partir pour la grosse pomme avec l’aide de son excentrique tante Juliette pour un projet fou : donner son scénario à Julia Roberts. Vite rejointes par Mathilde, cette aventure new-yorkaise va marquer pour les trois femmes le début d’une nouvelle étape de leur vie et les rapprocher plus que jamais.",Mon héroïne,3.1
Maura Tierney|Lily James|Zac Efron|Michael Proctor (I)|Jeremy Allen White|Chelsea Edmundson|James Beard|Jim Gleason|Aaron Dean Eisenberg|Kristina Kingston|Garrett Hammond|Harris Dickinson|Kevin Anton|Cazzey Louis Cereghino|Jullian Dulce Vida|Scott Innes|Sam Franich|Holt McCallany|Michael Harney|Chavo Guerrero Jr.|Michael Papajohn,Sean Durkin,133,46627,305544,Biopic|Drame,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/22/17/09/3537863.jpg,3.9,24 janvier 2024,"Metropolitan FilmExport,BBC Films,A24,House Productions","Les inséparables frères Von Erich ont marqué l’histoire du catch professionnel du début des années 80. Entrainés de main de fer par un père tyrannique, ils vont devoir se battre sur le ring et dans leur vie. Entre triomphes et tragédies, cette nouvelle pépite produite par A24 est inspirée de leur propre histoire.",Iron Claw,4.1
Sara Cózar|Itziar Lazkano|Martxelo Rubio|Andere Garabieta|Goize Blanco|Miguel Garcés|Patricia López Arnaiz|Ane Gabarain,Estibaliz Urresola Solaguren,128,15669,298874,Drame,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/12/11/06/0853085.jpg,3.7,14 février 2024,"Jour2fête,Inicia Films","Cocó, huit ans, a bien du mal à savoir qui elle est. Au cours d’un été passé parmi les ruches du Pays Basque, elle éveille sa singularité au sein des femmes de sa famille, elles-mêmes en proie au doute. Dans un monde où il existe 20 000 espèces d’abeilles différentes, il existe forcément une identité qui corresponde à Cocó…",20 000 espèces d'abeilles,3.6
Nicolas Sartous|Fauve Hautot|Moussa Maaskri|Maxime Gasteuil|Redouane Bougheraba|Issa Doumbia|Fatoumata Kaba,Ali Boughéraba,102,344268,316875,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/24/15/24/3478223.jpg,2.0,27 décembre 2023,"StudioCanal,Kallouche Cinéma,Apollo Films,Apollo Films,C8 Films,Mandarin & Compagnie,Darka Movies","Les Segpa se retrouvent pour une nouvelle année scolaire riche en aventures, propulsés directement en Terminale. Deux challenges majeurs les attendent : la réussite de leur bac et leur participation soudaine aux Olympiades d’hiver inter-lycées.",Les SEGPA au ski,1.2
,Hayao Miyazaki,123,702835,184989,Aventure|Animation|Drame,https://fr.web.img6.acsta.net/c_310_420/o_club-allocine-2024-310x420.png_0_se/pictures/23/10/16/15/34/4707733.jpg,4.2,1 novembre 2023,Wild Bunch Distribution,"Après la disparition de sa mère dans un incendie, Mahito, un jeune garçon de 11 ans, doit quitter Tokyo pour partir vivre à la campagne dans le village où elle a grandi. Il s’installe avec son père dans un vieux manoir situé sur un immense domaine où il rencontre un héron cendré qui devient petit à petit son guide et l’aide au fil de ses découvertes et questionnements à comprendre le monde qui l'entoure et percer les mystères de la vie.",Le Garçon et le Héron,3.8
Alma Pöysti|Matti Onnismaa|Simon Al-Bazoon|Maria Heiskanen|Sherwan Haji|Eero Ritala|Jussi Vatanen|Janne Hyytiäinen|Martti Suosalo|Sakari Kuosmanen|Alina Tomnikov,Aki Kaurismäki,81,111219,305389,Drame|Comédie|Romance,https://fr.web.img5.acsta.net/c_310_420/pictures/23/08/21/15/37/1770745.jpg,4.1,20 septembre 2023,"Sputnik Films,Pandora Film Produktion,The Match Factory,Diaphana Distribution,Bufo","Deux personnes solitaires se rencontrent par hasard une nuit à Helsinki et chacun tente de trouver en l’autre son premier, unique et dernier amour. Mais la vie a tendance à mettre des obstacles sur la route de ceux qui cherchent le bonheur.",Les Feuilles mortes,3.8
Joséphine Japy|Jérémie Elkaïm|Jean-Luc Vincent|Véronique Ruggia Saura|Benjamin Biolay|Marina Foïs|Xavier Robic|Jeanne Rosa,Sébastien Marnier,103,55338,238648,Thriller,https://fr.web.img3.acsta.net/c_310_420/pictures/16/06/13/16/54/002350.jpg,3.7,6 juillet 2016,"Avenue B Productions,Orange Studio,Memento Distribution","Sans emploi depuis un an, Constance revient dans sa ville natale quand elle apprend qu’un poste se libère dans l’agence immobilière où elle a démarré sa carrière, mais son ancien patron lui préfère une autre candidate plus jeune. Constance est alors prête à tout pour récupérer la place qu’elle estime être la sienne.",Irréprochable,3.4
Ozuno Nakamura|Kentarô Furuyama|Kenji Mizuhashi|Minami Hamabe|Ryûnosuke Kamiki|Shota Taniguchi|Kisuke Iida|Munetaka Aoki|Jun Saito|Yûya Endô|Yûki Yamada|Kuranosuke Sasaki|Michael Arias|Sakura Andô|Sentaro Kusakabe|Hidetaka Yoshioka,Takashi Yamazaki,124,263,318060,Action|Aventure|Science Fiction,https://fr.web.img4.acsta.net/c_310_420/pictures/24/01/03/11/55/3350041.jpg,3.9,7 décembre 2023,"Toho,Piece of Magic Entertainment France,Piece of Magic Entertainment France","Le Japon se remet à grand peine de la Seconde Guerre mondiale qu’un péril gigantesque émerge au large de Tokyo. Koichi, un kamikaze déserteur traumatisé par sa première confrontation avec Godzilla, voit là l’occasion de racheter sa conduite pendant la guerre.",Godzilla Minus One,4.2
Jacques Perrin|Colette Dupanloup|Théodule Carré-Cassaigne|Armen Godel|Philippe Du Janerand|Maxence Perrin|Grégory Gatignol|Thomas Blumenthal|Monique Ditisheim|Lena Chalvon|Gérard Jugnot|Simon Fargeot|Carole Weiss|Cyril Bernicot|Marie Bunel|Jean-Baptiste Maunier|François Berléand|Didier Flamand|Steve Gadler|Fabrice Dubusset|Jean-Paul Bonnaire|Kad Merad|Violette Barratier|Erick Desmarestz|Marielle Coubaillon,Christophe Barratier,97,786220,50325,Musical|Comédie dramatique,https://fr.web.img6.acsta.net/c_310_420/pictures/24/03/20/17/00/0381736.jpg,3.6,17 mars 2004,"France 2 Cinéma,Pathé,Pathé,Canal + (France),Galatée Films,Novo Arturo Films,Pathé Renn Productions,Vega Film AG","En 1948, Clément Mathieu, professeur de musique sans emploi accepte un poste de surveillant dans un internat de rééducation pour mineurs ; le système répressif appliqué par le directeur, Rachin, bouleverse Mathieu. En initiant ces enfants difficiles à la musique et au chant choral, Mathieu parviendra à transformer leur quotidien.",Les Choristes,3.7
