year,weekend,movie_titles,movie_urls,movie_grosses,movie_distributors
2023,https://www.boxofficemojo.com/weekend/2023W17/?area=FR&ref_=bo_wey_table_36,"Our Tiny Little Wedding,To Catch a Killer,The Young Imam,Big Kids,Ma langue au chat,Burning Days,Beau Is Afraid","https://www.boxofficemojo.com/release/rl1972404993/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl1989182209/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2005959425/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1754301185/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl1771078401/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl1787855617/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl1804632833/?ref_=bo_we_table_17","$1,136,940,$2,450,$1,136,940,$583,910,$2,484,$583,910,$572,330,$4,030,$572,330,$359,616,$1,103,$359,616,$311,687,$1,032,$311,687,$269,877,$2,248,$269,877,$218,072,$2,000,$218,072","UGC Distribution,Miramax,Le Pacte,Ad Vitam Distribution,Zinc,Memento Films"
2021,https://www.boxofficemojo.com/weekend/2021W08/?area=FR&ref_=bo_wey_table_44,,,,
2023,https://www.boxofficemojo.com/weekend/2023W13/?area=FR&ref_=bo_wey_table_40,"Shazam! Fury of the Gods,All Your Faces,Mavka: The Forest Song,Serial Driver,The Lost King,Apaches,Captain Volkonogov Escaped","https://www.boxofficemojo.com/release/rl327844609/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl344621825/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl361399041/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl378176257/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl394953473/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl143295233/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl160072449/?ref_=bo_we_table_29","$1,861,757,$2,833,$1,861,757,$1,739,553,$3,765,$1,739,553,$1,241,153,$2,294,$1,241,153,$461,380,$1,971,$461,380,$233,009,$1,309,$233,009,$212,110,$1,198,$212,110,$73,299,$1,495,$73,299","Warner Bros.,StudioCanal,KMBO,Pan Media & Entertainment,Cohen Media Group"
2022,https://www.boxofficemojo.com/weekend/2022W19/?area=FR&ref_=bo_wey_table_34,The Northman,https://www.boxofficemojo.com/release/rl3083043585/?ref_=bo_we_table_2,"$756,363,$2,167,$795,841",Warner Bros.
2022,https://www.boxofficemojo.com/weekend/2022W51/?area=FR&ref_=bo_wey_table_2,"Ride Above,The Green Perfume,Whitney Houston: I Wanna Dance with Somebody,Julia(S),Godland,The Eight Mountains,Before, Now & Then","https://www.boxofficemojo.com/release/rl737641217/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl754418433/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl771195649/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl787972865/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl804750081/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl553091841/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl569869057/?ref_=bo_we_table_30","$1,108,381,$1,917,$1,108,381,$457,474,$1,663,$457,474,$298,451,$950,$298,451,$297,960,$999,$297,960,$193,280,$2,171,$193,280,$153,323,$1,197,$153,323,$24,831,$577,$24,831","Cohen Media Group,Diaphana Films,Sony Pictures Releasing,SND Films,Jour2Fête,Pyramide Distribution"
2023,https://www.boxofficemojo.com/weekend/2023W11/?area=FR&ref_=bo_wey_table_42,"The Book of Wonders,Sage-homme,65,Cocaine Bear,Houria,Emily,All the Beauty and the Bloodshed,Le Lion et les Trois Brigands","https://www.boxofficemojo.com/release/rl3750134529/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3498476289/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl3515253505/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl461800193/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl3532030721/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl3548807937/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl3565585153/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl3582362369/?ref_=bo_we_table_25","$1,535,912,$3,121,$1,535,912,$1,431,262,$3,391,$1,431,262,$1,048,809,$3,178,$1,048,809,$409,431,$1,510,$510,035,$264,857,$1,676,$264,857,$261,256,$1,777,$261,256,$150,604,$1,711,$150,604,$104,292,$532,$104,292","SND Films,Warner Bros.,Sony Pictures Releasing,Universal Pictures International (UPI),Le Pacte,Wild Bunch Distribution,Pyramide Distribution,KMBO"
2022,https://www.boxofficemojo.com/weekend/2022W05/?area=FR&ref_=bo_wey_table_48,"Superwho?,The Young Lovers,Arthur Rambo,Red Rocket,The Souvenir,H6: Diario de un asesino","https://www.boxofficemojo.com/release/rl336691969/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl271352577/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl288129793/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl1864991489/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl304907009/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl321684225/?ref_=bo_we_table_26","$3,822,691,$5,556,$3,822,691,$964,674,$3,259,$964,674,$147,615,$916,$147,615,$139,575,$1,861,$139,575,$83,330,$1,412,$83,330,$72,509,$1,394,$72,509","StudioCanal,Diaphana Films,Memento Films,Le Pacte,Nour Films"
2021,https://www.boxofficemojo.com/weekend/2021W03/?area=FR&ref_=bo_wey_table_49,,,,
2022,https://www.boxofficemojo.com/weekend/2022W24/?area=FR&ref_=bo_wey_table_29,"Incredible But True,Fratè,Sweat,The Way to Happiness,My Tender Matador","https://www.boxofficemojo.com/release/rl1321960193/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl1338737409/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1087079169/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl1103856385/?ref_=bo_we_table_28,https://www.boxofficemojo.com/release/rl1120633601/?ref_=bo_we_table_29","$822,853,$2,182,$822,853,$230,975,$641,$230,975,$48,474,$646,-,$35,360,$364,$35,360,$32,568,$708,$32,568","Diaphana Films,Le Pacte,Rézo Films"
2021,https://www.boxofficemojo.com/weekend/2021W26/?area=FR&ref_=bo_wey_table_27,"Peter Rabbit 2: The Runaway,Family Swap,Presidents,Hitman's Wife's Bodyguard,The Deep House,The Rose Maker,Teddy,Charlatan","https://www.boxofficemojo.com/release/rl436372225/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3154281217/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3171058433/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3187835649/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl3204612865/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl2952954625/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl2986509057/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl3003286273/?ref_=bo_we_table_25","$3,608,995,$5,897,$3,608,995,$2,030,266,$3,980,$2,030,266,$1,774,909,$3,979,$1,774,909,$1,580,997,$3,617,$1,580,997,$1,085,473,$5,454,$1,085,473,$799,659,$2,423,$799,659,$142,027,$1,868,$142,027,$123,148,$1,399,$123,148","Sony Pictures Releasing,Gaumont,United International Pictures,Miramax,Apollo Films,Diaphana Films,The Jokers,KMBO"
2022,https://www.boxofficemojo.com/weekend/2022W25/?area=FR&ref_=bo_wey_table_28,"Lightyear,Elvis,The Black Phone,Uman - The Perfect Man,The Good Boss,Not My Type,I'm Your Man","https://www.boxofficemojo.com/release/rl1909097217/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl231375617/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl382370561/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl1187676929/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1204454145/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3100279553/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3117056769/?ref_=bo_we_table_11","$3,158,778,$4,927,$3,158,778,$2,051,715,$2,990,$2,051,715,$793,267,$2,635,$793,267,$333,605,$1,042,$333,605,$328,817,$1,494,$328,817,$175,325,$855,$175,325,$123,220,$1,232,$123,220","Walt Disney Studios Motion Pictures,Warner Bros.,Universal Pictures International (UPI),UGC Distribution,Paname Distribution,Pyramide Distribution,Haut et Court"
2021,https://www.boxofficemojo.com/weekend/2021W44/?area=FR&ref_=bo_wey_table_9,"Eternals,Song Express,Paris, 13th District,Albatros,Compartment Number 6,My Son","https://www.boxofficemojo.com/release/rl320701185/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl1528595201/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1545372417/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl1578926849/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl1595704065/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl1344045825/?ref_=bo_we_table_21","$5,756,374,$9,941,$5,756,374,$838,065,$2,354,$838,065,$548,476,$2,395,$548,476,$309,323,$1,452,$309,323,$280,729,$2,339,$280,729,$233,768,$1,163,$233,768","Walt Disney Studios Motion Pictures,SND Films,Memento Films,Pathé,Haut et Court,Miramax"
