year,weekend,movie_titles,movie_urls,movie_grosses,movie_distributors
2022,https://www.boxofficemojo.com/weekend/2022W21/?area=FR&ref_=bo_wey_table_32,"Top Gun: Maverick,Men on the Verge of a Nervous Breakdown,Crimes of the Future,Don Juan","https://www.boxofficemojo.com/release/rl2395243265/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl4039607041/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl4056384257/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl4073161473/?ref_=bo_we_table_17","$9,979,892,$12,632,$9,979,892,$641,541,$1,520,$641,541,$318,637,$1,133,$318,637,$125,408,$793,$125,408","Paramount Pictures International,Sony Pictures Releasing,Miramax"
2021,https://www.boxofficemojo.com/weekend/2021W21/?area=FR&ref_=bo_wey_table_32,"The Father,Extinct,Promising Young Woman,Meander,Brothers by Blood,Detective Conan: The Scarlet Bullet,Balloon,Should the Wind Drop,Hospitality,Towards the Battle","https://www.boxofficemojo.com/release/rl4235887361/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl4252664577/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl543720193/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl1954513665/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl4286219009/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl4034560769/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl809076225/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl4051337985/?ref_=bo_we_table_22,https://www.boxofficemojo.com/release/rl4068115201/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl4101669633/?ref_=bo_we_table_31","$1,017,159,$2,499,$1,017,159,$595,350,$1,285,$595,350,$305,211,$1,356,$305,211,$257,247,$1,118,$257,247,$104,744,$732,$104,744,$97,950,$644,$97,950,$87,137,$744,$87,137,$57,207,$908,$57,207,$53,375,$1,334,$53,375,$15,396,$810,$15,396","UGC Distribution,SND Films,United International Pictures,The Jokers,Eurozoom,Condor,Rézo Films"
2023,https://www.boxofficemojo.com/weekend/2023W28/?area=FR&ref_=bo_wey_table_25,Mission: Impossible - Dead Reckoning Part One,https://www.boxofficemojo.com/release/rl1050772225/?ref_=bo_we_table_1,"$7,700,000,-,$9,251,741",Paramount Pictures International
2022,https://www.boxofficemojo.com/weekend/2022W27/?area=FR&ref_=bo_wey_table_26,"Minions: The Rise of Gru,Peter von Kant,The Sadness,After Yang,I Love Greece,Crescendo,Ennio","https://www.boxofficemojo.com/release/rl4224484097/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl886014721/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl919569153/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl936346369/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl684688129/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl701465345/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl902791937/?ref_=bo_we_table_34","$8,145,848,$10,259,$8,145,848,$249,382,$1,272,$249,382,$93,695,$1,102,$93,695,$81,594,$799,$83,462,$63,083,$589,$63,083,$38,248,$496,$38,248,$15,$0,$131,928","Universal Pictures International (UPI),Diaphana Films,Condor,Pyramide Distribution,Bodega Films,Le Pacte"
2023,https://www.boxofficemojo.com/weekend/2023W25/?area=FR&ref_=bo_wey_table_28,"Elemental,Asteroid City,No Hard Feelings,38°5 quai des Orfèvres,Sisu,The Bohemian","https://www.boxofficemojo.com/release/rl1520272129/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3432743681/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl10257153/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl27034369/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl43811585/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl60588801/?ref_=bo_we_table_15","$2,502,954,-,$2,926,132,$626,872,$3,166,$769,540,$318,526,$1,310,$318,526,$274,405,$846,$274,405,$267,804,$1,373,$267,804,$197,194,$1,460,$197,194","Walt Disney Pictures,Universal Pictures International (UPI),Sony Pictures Releasing,KMBO,SND Films,Nour Films"
2021,https://www.boxofficemojo.com/weekend/2021W27/?area=FR&ref_=bo_wey_table_26,"Black Widow,The Croods: A New Age,Benedetta,The Unholy,Fisherman's Friends,Kuessipan","https://www.boxofficemojo.com/release/rl4228154113/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2466611969/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl1795457793/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl2692186881/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl1812235009/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl1829012225/?ref_=bo_we_table_28","$6,480,900,-,$6,480,900,$2,865,161,$4,134,$2,865,161,$562,420,$1,557,$562,420,$263,379,$2,270,$263,379,$70,615,$305,$70,615,$55,366,$790,$55,366","Walt Disney Studios Motion Pictures,Universal Pictures,Pathé,Sony Pictures Releasing"
2021,https://www.boxofficemojo.com/weekend/2021W28/?area=FR&ref_=bo_wey_table_25,"F9: The Fast Saga,Ainbo,The Mauritanian,Do You Do You Saint-Tropez,Titane,Bergman Island","https://www.boxofficemojo.com/release/rl1845986049/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3221717761/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3238494977/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl2265416449/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3255272193/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3272049409/?ref_=bo_we_table_16","$9,098,413,$12,034,$9,098,413,$992,924,$2,386,$992,924,$972,150,$3,105,$972,150,$808,747,$1,601,$808,747,$456,260,$2,292,$456,260,$209,405,$1,253,$209,405","Universal Pictures,Le Pacte,Miramax,StudioCanal,Diaphana Films"
2023,https://www.boxofficemojo.com/weekend/2023W34/?area=FR&ref_=bo_wey_table_19,"Anatomy of a Fall,Hypnotic,Retribution,The Last Voyage of the Demeter,New Gods: Yang Jian","https://www.boxofficemojo.com/release/rl2326364929/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl2343142145/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2359919361/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2376696577/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl2158592769/?ref_=bo_we_table_27","$2,017,405,$5,322,$2,017,405,$1,137,793,$2,500,$1,137,793,$755,582,$2,152,$755,582,$489,307,$1,846,$646,149,$49,339,$360,$49,339","Le Pacte,SND Films,StudioCanal,Universal Pictures International (UPI),KMBO"
2023,https://www.boxofficemojo.com/weekend/2023W33/?area=FR&ref_=bo_wey_table_20,"Jungle Bunch: Operation Meltdown,Blue Beetle,Reality,Strange Way of Life,Never Too Late for Love,Close Your Eyes,The Beast in the Jungle","https://www.boxofficemojo.com/release/rl78021377/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl94798593/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl111575809/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl128353025/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl2040955649/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl2057732865/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl2074510081/?ref_=bo_we_table_23","$1,548,934,$2,482,$1,548,934,$1,477,192,$2,873,$1,477,192,$274,890,$2,569,$274,890,$208,916,$852,$208,916,$78,515,$1,171,$78,515,$76,208,$1,058,$76,208,$54,756,$842,$54,756","SND Films,Warner Bros.,Miramax,Cohen Media Group,Le Pacte,Haut et Court"
2023,https://www.boxofficemojo.com/weekend/2023W38/?area=FR&ref_=bo_wey_table_15,"The Baby,Acid,Fallen Leaves,Inside the Yellow Cocoon Shell,Déserts","https://www.boxofficemojo.com/release/rl2544861953/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl2293203713/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl2309980929/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl2326758145/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl2343535361/?ref_=bo_we_table_24","$1,248,275,$1,947,$1,248,275,$829,591,$1,811,$829,591,$665,327,$2,772,$665,327,$120,183,$1,306,$120,183,$45,558,$1,059,$45,558","SND Films,Cohen Media Group,Diaphana Films,Nour Films,Sophie Dulac Distribution"
2023,https://www.boxofficemojo.com/weekend/2023W37/?area=FR&ref_=bo_wey_table_16,"The Nun II,A Haunting in Venice,A Real Job,The Book of Solutions,Last Summer,The Plough","https://www.boxofficemojo.com/release/rl279741185/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3433923329/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl296518401/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl313295617/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl330072833/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl346850049/?ref_=bo_we_table_27","$3,108,440,$6,641,$3,108,440,$1,736,112,$4,046,$1,736,112,$1,330,717,$2,031,$1,330,717,$1,176,377,$3,153,$1,176,377,$340,767,$1,981,$340,767,$33,439,$375,$33,439","Warner Bros.,Walt Disney Pictures,Le Pacte,The Jokers,Pyramide Distribution,Ad Vitam Distribution"
2021,https://www.boxofficemojo.com/weekend/2021W34/?area=FR&ref_=bo_wey_table_19,"Reminiscence,Don't Breathe 2,Beasts,Dogtanian and the Three Muskehounds,Fragile,Magic Arch 3D","https://www.boxofficemojo.com/release/rl2567734017/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl1460634369/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl1208976129/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl1225753345/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl1242530561/?ref_=bo_we_table_22,https://www.boxofficemojo.com/release/rl1259307777/?ref_=bo_we_table_28","$647,225,$1,356,$647,225,$365,747,$1,987,$365,747,$202,915,$1,102,$202,915,$107,556,$439,$107,556,$88,167,$839,$88,167,$44,310,$348,$44,310","Warner Bros.,Sony Pictures Releasing,Ad Vitam Distribution,Haut et Court,CGR"
2022,https://www.boxofficemojo.com/weekend/2022W40/?area=FR&ref_=bo_wey_table_13,"November,One Fine Morning,Ticket to Paradise,Dragon Ball Super: Super Hero,A Woman,The Origin of Evil,Tori and Lokita","https://www.boxofficemojo.com/release/rl1340310273/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl1122206465/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl1876984577/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl1088652033/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl1155760897/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl1105429249/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl1138983681/?ref_=bo_we_table_27","$351,960,$532,$929,545,$184,816,$999,$184,816,$81,976,$181,$253,631,$73,414,$144,$285,916,$68,322,$579,$68,322,$26,844,$132,$81,502,$11,677,$60,$40,726","StudioCanal,Universal Pictures International (UPI),Sony Pictures Releasing,Rézo Films,The Jokers,Diaphana Films"
2021,https://www.boxofficemojo.com/weekend/2021W37/?area=FR&ref_=bo_wey_table_16,"Dune,Spoiled Brats,Dear Mother,The Night House,Anaïs in Love,Ahed's Knee,Blue Bayou,Collective","https://www.boxofficemojo.com/release/rl1527808769/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2182316801/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl571572993/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl605258497/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl2199094017/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl2215871233/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl2232648449/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl2249425665/?ref_=bo_we_table_29","$7,209,360,$8,082,$7,209,360,$1,043,820,$2,388,$1,043,820,$800,449,$1,633,$800,449,$246,325,$1,296,$246,325,$178,008,$1,023,$178,008,$94,482,$1,049,$94,482,$45,879,$637,$45,879,$27,084,$588,$27,084","Warner Bros.,Apollo Films,StudioCanal,Walt Disney Studios Motion Pictures,Haut et Court,Pyramide Distribution,Universal Pictures International (UPI),Sophie Dulac Distribution"
2022,https://www.boxofficemojo.com/weekend/2022W45/?area=FR&ref_=bo_wey_table_8,"Black Panther: Wakanda Forever,The Colors of Fire,Armageddon Time,Wilderness Therapy,Pacifiction,Feminist Riposte,Three Nights a Week","https://www.boxofficemojo.com/release/rl4025189121/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3387589377/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl3404366593/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl3421143809/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3437921025/?ref_=bo_we_table_22,https://www.boxofficemojo.com/release/rl3454698241/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl3471475457/?ref_=bo_we_table_24","$11,552,767,$18,484,$11,552,767,$1,801,741,$3,101,$1,801,741,$934,264,$3,033,$934,264,$318,587,$1,184,$318,587,$112,038,$1,867,$112,038,$99,992,$1,351,$99,992,$90,620,$1,373,$90,620","Walt Disney Studios Motion Pictures,Gaumont,Universal Pictures International (UPI),Apollo Films,Pyramide Distribution"
2023,https://www.boxofficemojo.com/weekend/2023W47/?area=FR&ref_=bo_wey_table_6,"Napoleon,All to Play For,Mars Express,We Can Be Heroes,Under the Rainbow","https://www.boxofficemojo.com/release/rl2135130113/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3712188417/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3728965633/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl3745742849/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl3494084609/?ref_=bo_we_table_23","$5,144,949,$6,924,$5,144,949,$543,939,$1,777,$543,939,$378,752,$2,176,$378,752,$289,098,$1,326,$289,098,$104,305,$827,$104,305","Sony Pictures Releasing,Ad Vitam Distribution,Gébéka Films,Paname Distribution,UGC Distribution"
2024,https://www.boxofficemojo.com/weekend/2024W02/?area=FR&ref_=bo_wey_table_11,"Bonnard: Pierre & Marthe,A Silence,Making Of,Mean Girls,Sometimes I Think About Dying,Scrapper","https://www.boxofficemojo.com/release/rl2538438657/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2286780417/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl2303557633/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl4273570561/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl2320334849/?ref_=bo_we_table_29,https://www.boxofficemojo.com/release/rl2337112065/?ref_=bo_we_table_31","$920,770,$2,161,$920,770,$577,081,$2,542,$577,081,$562,322,$1,939,$562,322,$350,604,$910,$350,604,$78,304,$1,186,$78,304,$68,987,$1,130,$68,987","Memento Films,Ad Vitam Distribution,Paramount Pictures International,Condor"
2024,https://www.boxofficemojo.com/weekend/2024W09/?area=FR&ref_=bo_wey_table_4,"Dune: Part Two,Madame de Sévigné,Tombés du camion,Black Tea,The Mother of All Lies","https://www.boxofficemojo.com/release/rl542539777/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl257327105/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl5668865/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl22446081/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl39223297/?ref_=bo_we_table_29","$8,697,100,$8,749,$8,697,100,$697,019,$2,572,$697,019,$494,841,$1,561,$494,841,$224,729,$1,857,$224,729,$84,904,$1,347,$84,904","Warner Bros.,Ad Vitam Distribution,Zinc,Gaumont,Arizona Films"
2021,https://www.boxofficemojo.com/weekend/2021W47/?area=FR&ref_=bo_wey_table_6,"Encanto,House of Gucci,Resident Evil: Welcome to Raccoon City,Peaceful,Suprêmes,Happening","https://www.boxofficemojo.com/release/rl4146168577/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl4045439745/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl4062216961/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl4078994177/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl4095771393/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl4112548609/?ref_=bo_we_table_11","$3,605,709,-,$3,605,709,$1,917,060,$4,780,$1,917,060,$806,767,$2,063,$806,767,$557,979,$1,859,$557,979,$516,236,$1,613,$516,236,$396,260,$2,238,$396,260","Walt Disney Studios Motion Pictures,Universal Pictures,Miramax,StudioCanal UK,Sony Pictures Releasing,Wild Bunch Distribution"
2021,https://www.boxofficemojo.com/weekend/2021W43/?area=FR&ref_=bo_wey_table_10,"The French Dispatch,Lui,The Divide,Last Night in Soho,Le Pardon,Pig,Schoolgirls","https://www.boxofficemojo.com/release/rl286819073/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl4011557633/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl3759899393/?ref_=bo_we_table_13,https://www.boxofficemojo.com/release/rl3776676609/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl3793453825/?ref_=bo_we_table_24,https://www.boxofficemojo.com/release/rl3810231041/?ref_=bo_we_table_25,https://www.boxofficemojo.com/release/rl3827008257/?ref_=bo_we_table_27","$985,054,-,$1,104,805,$685,976,$1,781,$685,976,$684,980,$1,974,$684,980,$306,333,$1,612,$306,333,$58,266,$1,533,$58,266,$55,442,$1,320,$55,442,$44,468,$753,$44,468","Walt Disney Studios Motion Pictures,Pathé,Le Pacte,Universal Pictures,KMBO,Miramax,Epicentre Films"
2021,https://www.boxofficemojo.com/weekend/2021W42/?area=FR&ref_=bo_wey_table_11,"Venom: Let There Be Carnage,Lost Illusions,Halloween Kills,Little Nicholas' Treasure,Ron's Gone Wrong,Tout nous sourit,Wolfwalkers,First Cow,Two by Two: Overboard!,Pleasure","https://www.boxofficemojo.com/release/rl1024951041/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2803401473/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl2551743233/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl2568520449/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl555254529/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl2585297665/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl2602074881/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl2618852097/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl2635629313/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl2652406529/?ref_=bo_we_table_25","$4,410,416,$6,151,$4,410,416,$1,371,069,$3,033,$1,371,069,$759,533,$3,331,$759,533,$636,733,$1,219,$636,733,$577,730,$1,146,$577,730,$468,023,$1,560,$468,023,$221,193,$784,$221,193,$160,469,$2,507,$160,469,$126,827,$497,$126,827,$66,853,$1,857,$66,853","Sony Pictures Releasing,Gaumont,Universal Pictures International (UPI),Kino Swiat,Walt Disney Studios Motion Pictures,UGC Distribution,Haut et Court,Condor,Paradis Films,The Jokers"
2021,https://www.boxofficemojo.com/weekend/2021W48/?area=FR&ref_=bo_wey_table_5,"Ghostbusters: Afterlife,Parallel Mothers,King Richard,The Accusation,Animal,The Advent Calendar,Old Fashioned,There Is No Evil,Petrov's Flu","https://www.boxofficemojo.com/release/rl4095968001/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl521634561/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl371426049/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl4129522433/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl4146299649/?ref_=bo_we_table_10,https://www.boxofficemojo.com/release/rl3894641409/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl3911418625/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl3928195841/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl3961750273/?ref_=bo_we_table_28","$2,016,031,$3,045,$2,016,031,$1,417,682,$4,085,$1,417,682,$603,211,$2,704,$603,211,$552,746,$1,806,$552,746,$412,675,$2,563,$412,675,$183,940,$1,033,$183,940,$164,175,$1,641,$164,175,$162,274,$1,978,$162,274,$53,117,$900,$53,117","Sony Pictures Releasing,Warner Bros.,Gaumont,UGC Distribution,Diaphana Films,Pyramide Distribution,Bac Films"
2021,https://www.boxofficemojo.com/weekend/2021W30/?area=FR&ref_=bo_wey_table_23,"Jungle Cruise,The Suicide Squad,Spirit Untamed,C'est la vie!,My Father's Stories,Law of Tehran,Babyteeth,The Sparks Brothers,True Mothers","https://www.boxofficemojo.com/release/rl3926491905/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl3205006081/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl2953347841/?ref_=bo_we_table_5,https://www.boxofficemojo.com/release/rl3081470977/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2970125057/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl2986902273/?ref_=bo_we_table_20,https://www.boxofficemojo.com/release/rl3003679489/?ref_=bo_we_table_21,https://www.boxofficemojo.com/release/rl3020456705/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl3037233921/?ref_=bo_we_table_24","$1,732,332,$3,219,$1,732,332,$1,615,358,$2,879,$1,615,358,$719,114,$1,656,$719,114,$517,412,$1,504,$517,412,$152,501,$554,$152,501,$109,589,$856,$243,874,$83,515,$1,210,$83,515,$80,267,$4,459,$80,267,$70,615,$905,$70,615","Walt Disney Studios Motion Pictures,Warner Bros.,Universal Pictures,Gaumont,Ad Vitam Distribution,Wild Bunch Distribution,Memento Films,Haut et Court"
2022,https://www.boxofficemojo.com/weekend/2022W37/?area=FR&ref_=bo_wey_table_16,"Diary of a Fleeting Affair,Citoyen d'honneur,See How They Run,Canailles,The Tiger Who Came to Tea,About Joan","https://www.boxofficemojo.com/release/rl1323139841/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl1373471489/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl1373340417/?ref_=bo_we_table_8,https://www.boxofficemojo.com/release/rl1339917057/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl1088258817/?ref_=bo_we_table_15,https://www.boxofficemojo.com/release/rl1105036033/?ref_=bo_we_table_26","$672,313,$2,401,$672,313,$337,751,$1,086,$337,751,$337,409,-,$344,674,$219,577,$585,$219,577,$144,880,$699,$144,880,$62,154,$627,$62,154","Pyramide Distribution,Apollo Films,Walt Disney Studios Motion Pictures,UGC Distribution,KMBO,Haut et Court"
2023,https://www.boxofficemojo.com/weekend/2023W41/?area=FR&ref_=bo_wey_table_12,The Exorcist: Believer,https://www.boxofficemojo.com/release/rl2377155329/?ref_=bo_we_table_1,"$1,853,724,$5,452,$2,120,536",Universal Pictures International (UPI)
2022,https://www.boxofficemojo.com/weekend/2022W50/?area=FR&ref_=bo_wey_table_3,"Avatar: The Way of Water,Ernest and Celestine: A Trip to Gibberitia,Mon héroïne,Corsage,Stella in Love","https://www.boxofficemojo.com/release/rl16089857/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2817884929/?ref_=bo_we_table_3,https://www.boxofficemojo.com/release/rl2566226689/?ref_=bo_we_table_9,https://www.boxofficemojo.com/release/rl2583003905/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl2599781121/?ref_=bo_we_table_23","$13,922,403,$18,270,$13,922,403,$862,344,$1,420,$862,344,$312,613,$844,$312,613,$196,926,$1,262,$196,926,$93,006,$744,$93,006","Walt Disney Studios Motion Pictures,StudioCanal,Universal Pictures International (UPI),Ad Vitam Distribution,KMBO"
2022,https://www.boxofficemojo.com/weekend/2022W47/?area=FR&ref_=bo_wey_table_6,"The Menu,Our Ties,She Said,Saint Omer,Bones and All,No Bears,Inu-oh","https://www.boxofficemojo.com/release/rl2884600577/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl787383041/?ref_=bo_we_table_6,https://www.boxofficemojo.com/release/rl2398061313/?ref_=bo_we_table_11,https://www.boxofficemojo.com/release/rl804160257/?ref_=bo_we_table_14,https://www.boxofficemojo.com/release/rl552502017/?ref_=bo_we_table_16,https://www.boxofficemojo.com/release/rl569279233/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl586056449/?ref_=bo_we_table_26","$734,836,-,$790,699,$606,961,$1,658,$606,961,$335,794,$1,014,$335,794,$267,680,$1,345,$267,680,$227,077,$1,129,$227,077,$155,359,$1,465,$155,359,$59,387,$698,$59,387","Walt Disney Studios Motion Pictures,Le Pacte,Universal Pictures International (UPI),Warner Bros."
2021,https://www.boxofficemojo.com/weekend/2021W40/?area=FR&ref_=bo_wey_table_13,"No Time to Die,Tralala,Our Men,Gaza mon amour,Fatima,My Little Sister","https://www.boxofficemojo.com/release/rl2652209921/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl2300019457/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl2316796673/?ref_=bo_we_table_18,https://www.boxofficemojo.com/release/rl2333573889/?ref_=bo_we_table_19,https://www.boxofficemojo.com/release/rl2350351105/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl2367128321/?ref_=bo_we_table_27","$9,648,236,$11,882,$9,648,236,$284,116,$1,145,$284,116,$121,957,$903,$121,957,$98,421,$1,447,$98,421,$65,131,$475,$65,131,$32,756,$564,$32,756","Universal Pictures,Pyramide Distribution,Bac Films,Sophie Dulac Distribution,SAJE Distribution"
2022,https://www.boxofficemojo.com/weekend/2022W49/?area=FR&ref_=bo_wey_table_4,"Puss in Boots: The Last Wish,Moonbound,Maestro(s),Broker,Our Brothers,The Worst Ones,Under the Fig Trees,Falcon Lake","https://www.boxofficemojo.com/release/rl2314437377/?ref_=bo_we_table_1,https://www.boxofficemojo.com/release/rl3740500737/?ref_=bo_we_table_2,https://www.boxofficemojo.com/release/rl3757277953/?ref_=bo_we_table_4,https://www.boxofficemojo.com/release/rl3505619713/?ref_=bo_we_table_7,https://www.boxofficemojo.com/release/rl3522396929/?ref_=bo_we_table_12,https://www.boxofficemojo.com/release/rl3539174145/?ref_=bo_we_table_17,https://www.boxofficemojo.com/release/rl3572728577/?ref_=bo_we_table_23,https://www.boxofficemojo.com/release/rl3589505793/?ref_=bo_we_table_26","$3,387,317,$4,839,$3,387,317,$944,512,$1,963,$944,512,$655,502,$1,469,$655,502,$387,806,$1,919,$387,806,$264,138,$1,082,$264,138,$136,553,$1,264,$136,553,$105,783,$1,652,$105,783,$73,826,$1,318,$73,826","Universal Pictures International (UPI),KMBO,Apollo Films,Miramax,Le Pacte,Pyramide Distribution,Jour2Fête"
